0 0.00193315
0.555556 -0.000504351
1.11111 -0.00131816
1.66667 0.00095893
2.22222 0.00280627
2.77778 -0.000132513
3.33333 -0.0011456
3.88889 0.00115723
4.44444 0.00296873
5 -0.00193221
5.55556 -0.000175408
6.11111 0.000866187
6.66667 0.00108667
7.22222 -0.00193224
7.77778 -0.000325262
8.33333 2.8636e-05
8.88889 0.00314995
9.44444 -0.00194243
10 -2.61396e-05
10.5556 0.000740814
11.1111 0.00236221
11.6667 -0.00143361
12.2222 -0.000509657
12.7778 0.0013893
13.3333 0.00160558
13.8889 -5.43509e-05
14.4444 -0.000277949
15 0.00165303
15.5556 0.00188069
16.1111 -0.00254099
16.6667 -0.00157793
17.2222 0.00109529
17.7778 0.00292985
18.3333 -0.00270288
18.8889 0.000548208
19.4444 0.00190386
20 0.00219903
20.5556 -0.00126481
21.1111 -0.00116984
21.6667 0.0020934
22.2222 0.00189635
22.7778 -0.000631021
23.3333 -0.000748331
23.8889 0.000952929
24.4444 0.00215679
25 -0.00166013
25.5556 -0.000313572
26.1111 0.00166867
26.6667 0.0020968
27.2222 -0.00218799
27.7778 -0.00124772
28.3333 0.000741956
28.8889 0.000815982
29.4444 -0.00583035
30 -0.0131177
30.5556 -0.0367431
31.1111 -0.0774531
31.6667 -0.160757
32.2222 -0.243737
32.7778 -0.34817
33.3333 -0.463795
33.8889 -0.58179
34.4444 -0.689795
35 -0.783756
35.5556 -0.859137
36.1111 -0.917823
36.6667 -0.948221
37.2222 -0.959022
37.7778 -0.954981
38.3333 -0.942961
38.8889 -0.915832
39.4444 -0.880278
40 -0.839332
40.5556 -0.797466
41.1111 -0.749814
41.6667 -0.703202
42.2222 -0.655592
42.7778 -0.612721
43.3333 -0.565462
43.8889 -0.521119
44.4444 -0.477549
45 -0.440493
45.5556 -0.39957
46.1111 -0.363423
46.6667 -0.327919
47.2222 -0.302928
47.7778 -0.274696
48.3333 -0.249147
48.8889 -0.226766
49.4444 -0.211343
50 -0.19339
50.5556 -0.176517
51.1111 -0.160136
51.6667 -0.150636
52.2222 -0.13859
52.7778 -0.128161
53.3333 -0.119289
53.8889 -0.115729
54.4444 -0.110077
55 -0.100442
55.5556 -0.0954066
56.1111 -0.0964692
56.6667 -0.0901991
57.2222 -0.080708
57.7778 -0.0772146
58.3333 -0.0780736
58.8889 -0.0725471
59.4444 -0.0666704
60 -0.0605657
60.5556 -0.0606183
61.1111 -0.0573454
61.6667 -0.0534123
62.2222 -0.0503595
62.7778 -0.0515321
63.3333 -0.048433
63.8889 -0.0444795
64.4444 -0.0444229
65 -0.0484757
65.5556 -0.0463996
66.1111 -0.0423553
66.6667 -0.0433788
67.2222 -0.0452606
67.7778 -0.0454304
68.3333 -0.0421081
68.8889 -0.0419853
69.4444 -0.0418095
70 -0.0404994
70.5556 -0.0348585
71.1111 -0.0342591
71.6667 -0.0357511
72.2222 -0.0334198
72.7778 -0.030194
73.3333 -0.0281013
73.8889 -0.0296915
74.4444 -0.0297166
75 -0.0277364
75.5556 -0.0233743
76.1111 -0.0290312
76.6667 -0.0275053
77.2222 -0.0250401
77.7778 -0.0247018
78.3333 -0.0284642
78.8889 -0.0276969
79.4444 -0.0269742
80 -0.0254341
80.5556 -0.0279963
81.1111 -0.0272827
81.6667 -0.0229687
82.2222 -0.023152
82.7778 -0.0249974
83.3333 -0.0239375
83.8889 -0.0205105
84.4444 -0.0198006
85 -0.0211302
85.5556 -0.0211818
86.1111 -0.0178478
86.6667 -0.0169846
87.2222 -0.0203227
87.7778 -0.0190335
88.3333 -0.0177227
88.8889 -0.0163887
89.4444 -0.0210136
90 -0.0197371
90.5556 -0.0182212
91.1111 -0.0200208
91.6667 -0.0214992
92.2222 -0.0211249
92.7778 -0.0178631
93.3333 -0.0161378
93.8889 -0.0186777
94.4444 -0.0191585
95 -0.0158508
95.5556 -0.0133309
96.1111 -0.0173684
96.6667 -0.0167855
97.2222 -0.0136989
97.7778 -0.0135008
98.3333 -0.0164658
98.8889 -0.0164832
99.4444 -0.0145462
100 -0.0140238
100.556 -0.0185803
101.111 -0.0183219
101.667 -0.0170846
102.222 -0.0139515
102.778 -0.0196602
103.333 -0.0164613
103.889 -0.0137027
104.444 -0.0128295
105 -0.0166153
105.556 -0.0133904
